id,behaviour,time
2.0,Graze,0 days 00:37:08
2.0,Head Up,0 days 00:56:37
2.0,Graze,0 days 00:58:27
2.0,Walk,0 days 01:00:49
2.0,Graze,0 days 01:05:14
2.0,Walk,0 days 01:07:00
2.0,Graze,0 days 01:08:13
2.0,Walk,0 days 01:09:26
2.0,Graze,0 days 01:10:38
2.0,Walk,0 days 01:19:07
2.0,Running,0 days 00:21:06
2.0,Head Up,0 days 00:00:00
2.0,Running,0 days 00:24:07
2.0,Trotting,0 days 00:27:50
2.0,Walk,0 days 00:32:21
2.0,Graze,0 days 00:00:00
2.0,Walk,0 days 00:10:40
2.0,Graze,0 days 00:12:25
2.0,Walk,0 days 00:14:45
2.0,Graze,0 days 00:15:10
2.0,Auto-Groom,0 days 00:33:45
2.0,Head Up,0 days 00:34:27
2.0,Walk,0 days 00:43:27
2.0,Graze,0 days 00:46:10
2.0,Walk,0 days 00:50:34
2.0,Graze,0 days 00:52:37
2.0,Head Up,0 days 00:53:53
2.0,Graze,0 days 00:55:32
2.0,Walk,0 days 00:56:56
2.0,Graze,0 days 00:59:50
2.0,Walk,0 days 01:02:16
2.0,Head Up,0 days 00:00:00
2.0,Walk,0 days 00:11:21
2.0,Graze,0 days 00:00:00
2.0,Head Up,0 days 00:01:36
2.0,Graze,0 days 00:03:53
2.0,Walk,0 days 00:17:13
2.0,Out of Frame,0 days 00:19:55
2.0,Graze,0 days 00:00:00
2.0,Head Up,0 days 00:00:00
2.0,Walk,0 days 00:24:22
2.0,Head Up,0 days 00:26:09
2.0,Walk,0 days 00:31:01
2.0,Occluded,0 days 00:38:54
2.0,Walk,0 days 00:00:00
2.0,Head Up,0 days 00:04:02
2.0,Walk,0 days 00:10:24
2.0,Out of Focus,0 days 00:10:45
2.0,Head Up,0 days 00:00:00
2.0,Walk,0 days 00:00:28
2.0,Trotting,0 days 00:02:41
2.0,Walk,0 days 00:05:04
2.0,Head Up,0 days 00:08:25
2.0,Graze,0 days 00:12:22
2.0,Out of Focus,0 days 00:27:17
2.0,Walk,0 days 01:53:14
2.0,Out of Focus,0 days 02:19:01
2.0,Out of Frame,0 days 00:21:17
2.0,Trotting,0 days 00:21:26
2.0,Walk,0 days 00:22:48
2.0,Graze,0 days 00:31:33
2.0,Head Up,0 days 00:36:18
2.0,Graze,0 days 00:47:34
2.0,Head Up,0 days 00:52:08
2.0,Walk,0 days 01:21:16
2.0,Occluded,0 days 01:45:26
2.0,Walk,0 days 01:46:59
2.0,Out of Frame,0 days 01:54:47
2.0,Walk,0 days 01:56:34
2.0,Out of Frame,0 days 01:57:59
2.0,Graze,0 days 00:00:00
2.0,Head Up,0 days 00:23:38
2.0,Graze,0 days 00:28:58
2.0,Walk,0 days 00:30:42
2.0,Graze,0 days 00:32:57
2.0,Walk,0 days 00:37:18
2.0,Head Up,0 days 00:40:03
2.0,Walk,0 days 00:45:42
2.0,Head Up,0 days 00:51:27
2.0,Running,0 days 00:00:00
2.0,Walk,0 days 00:00:00
2.0,Head Up,0 days 00:01:14
2.0,Walk,0 days 00:03:08
2.0,Occluded,0 days 00:13:48
2.0,Head Up,0 days 00:14:31
2.0,Running,0 days 00:16:54
2.0,Walk,0 days 00:00:00
2.0,Occluded,0 days 00:03:21
1.0,Head Up,0 days 00:29:26
1.0,Walk,0 days 00:33:11
1.0,Out of Frame,0 days 01:06:22
1.0,Graze,0 days 00:00:00
1.0,Walk,0 days 00:02:15
1.0,Graze,0 days 00:04:41
1.0,Occluded,0 days 00:08:01
1.0,Graze,0 days 00:09:19
1.0,Walk,0 days 00:10:43
1.0,Graze,0 days 01:58:45
1.0,Head Up,0 days 00:00:00
1.0,Out of Focus,0 days 00:00:00
1.0,Walk,0 days 00:33:32
1.0,Head Up,0 days 00:37:48
1.0,Walk,0 days 00:41:03
1.0,Head Up,0 days 01:04:18
1.0,Walk,0 days 01:08:54
1.0,Head Up,0 days 01:12:41
1.0,Walk,0 days 01:18:42
1.0,Head Up,0 days 01:49:17
1.0,Walk,0 days 01:51:49
1.0,Head Up,0 days 01:55:19
1.0,Walk,0 days 02:00:45
1.0,Head Up,0 days 02:05:58
1.0,Walk,0 days 02:24:01
1.0,Head Up,0 days 02:25:04
1.0,Walk,0 days 00:00:00
1.0,Head Up,0 days 00:36:10
1.0,Walk,0 days 00:46:27
1.0,Graze,0 days 00:00:00
1.0,Walk,0 days 00:04:26
1.0,Graze,0 days 00:11:01
1.0,Walk,0 days 00:12:13
1.0,Head Up,0 days 00:13:01
1.0,Graze,0 days 00:18:15
1.0,Walk,0 days 02:05:41
1.0,Out of Frame,0 days 00:12:13
1.0,Out of Focus,0 days 00:12:23
1.0,Walk,0 days 00:12:26
1.0,Graze,0 days 00:00:00
1.0,Head Up,0 days 00:30:53
1.0,Graze,0 days 00:32:20
1.0,Walk,0 days 01:10:56
1.0,Graze,0 days 01:15:46
1.0,Head Up,0 days 01:34:24
1.0,Graze,0 days 01:35:26
1.0,Head Up,0 days 00:00:00
1.0,Walk,0 days 00:12:06
1.0,Head Up,0 days 00:00:00
1.0,Running,0 days 00:00:00
1.0,Out of Focus,0 days 00:05:21
1.0,Walk,0 days 00:00:00
1.0,Graze,0 days 00:00:00
1.0,Out of Focus,0 days 00:04:51
1.0,Graze,0 days 00:04:55
1.0,Out of Focus,0 days 00:04:59
1.0,Graze,0 days 00:05:13
1.0,Occluded,0 days 01:36:39
1.0,Head Up,0 days 00:00:00
1.0,Auto-Groom,0 days 00:14:33
1.0,Head Up,0 days 00:14:59
1.0,Walk,0 days 00:18:02
1.0,Graze,0 days 00:22:00
1.0,Walk,0 days 00:22:45
1.0,Head Up,0 days 00:23:19
1.0,Walk,0 days 00:32:42
1.0,Out of Focus,0 days 00:34:11
1.0,Head Up,0 days 00:00:00
1.0,Walk,0 days 00:02:00
1.0,Graze,0 days 00:04:38
1.0,Head Up,0 days 00:11:28
1.0,Walk,0 days 00:20:04
1.0,Head Up,0 days 00:20:50
1.0,Walk,0 days 00:22:26
1.0,Head Up,0 days 00:23:12
1.0,Walk,0 days 00:23:42
1.0,Head Up,0 days 00:28:06
1.0,Graze,0 days 00:46:37
1.0,Auto-Groom,0 days 00:54:12
1.0,Graze,0 days 00:54:57
1.0,Walk,0 days 01:11:26
1.0,Head Up,0 days 00:13:40
1.0,Defecating,0 days 00:00:00
1.0,Head Up,0 days 00:05:59
1.0,Trotting,0 days 00:23:37
1.0,Running,0 days 00:24:15
1.0,Trotting,0 days 00:24:26
1.0,Walk,0 days 00:31:44
1.0,Head Up,0 days 00:00:00
1.0,Walk,0 days 00:26:11
1.0,Head Up,0 days 00:36:35
1.0,Walk,0 days 00:49:09
1.0,Head Up,0 days 00:55:56
1.0,Walk,0 days 01:07:47
1.0,Graze,0 days 01:07:54
1.0,Walk,0 days 01:08:00
1.0,Graze,0 days 01:08:20
1.0,Head Up,0 days 01:15:43
1.0,Graze,0 days 01:19:17
1.0,Walk,0 days 01:26:49
1.0,Graze,0 days 01:31:51
1.0,Walk,0 days 01:31:58
1.0,Graze,0 days 01:32:08
1.0,Occluded,0 days 02:15:37
1.0,Graze,0 days 02:15:45
1.0,Occluded,0 days 02:15:47
1.0,Graze,0 days 02:15:55
1.0,Head Up,0 days 00:00:00
1.0,Walk,0 days 00:10:23
1.0,Trotting,0 days 00:33:12
1.0,Occluded,0 days 00:37:18
1.0,Trotting,0 days 00:38:02
1.0,Walk,0 days 00:39:48
1.0,Sniff,0 days 01:17:07
1.0,Out of Focus,0 days 01:17:52
1.0,Out of Frame,0 days 01:20:18
1.0,Graze,0 days 00:00:00
1.0,Head Up,0 days 00:05:37
1.0,Out of Frame,0 days 00:07:02
1.0,Head Up,0 days 00:00:00
1.0,Graze,0 days 00:00:35
1.0,Walk,0 days 00:01:47
1.0,Head Up,0 days 00:05:21
1.0,Graze,0 days 00:07:40
1.0,Occluded,0 days 00:10:12
1.0,Graze,0 days 00:10:53
1.0,Occluded,0 days 00:14:25
1.0,Graze,0 days 00:00:00
1.0,Head Up,0 days 00:18:15
1.0,Walk,0 days 00:23:07
1.0,Graze,0 days 00:28:26
1.0,Out of Focus,0 days 00:00:00
1.0,Trotting,0 days 00:02:53
1.0,Walk,0 days 00:00:00
1.0,Graze,0 days 00:05:23
1.0,Walk,0 days 00:00:00
1.0,Head Up,0 days 00:04:44
1.0,Mutual Grooming,0 days 00:09:00
1.0,Walk,0 days 00:09:30
1.0,Defecating,0 days 00:45:37
1.0,Walk,0 days 00:49:05
1.0,Trotting,0 days 00:08:29
1.0,Walk,0 days 00:11:33
1.0,Graze,0 days 00:26:57
1.0,Out of Focus,0 days 00:27:17
1.0,Trotting,0 days 00:21:47
1.0,Walk,0 days 00:23:14
1.0,Auto-Groom,0 days 00:31:52
1.0,Walk,0 days 00:32:42
1.0,Graze,0 days 00:34:17
1.0,Head Up,0 days 00:37:35
1.0,Walk,0 days 00:39:50
1.0,Head Up,0 days 00:40:57
1.0,Walk,0 days 00:43:13
1.0,Head Up,0 days 00:48:23
1.0,Walk,0 days 01:00:09
1.0,Head Up,0 days 01:13:15
1.0,Walk,0 days 01:32:51
1.0,Out of Frame,0 days 01:55:11
1.0,Walk,0 days 01:56:02
1.0,Out of Frame,0 days 01:59:59
1.0,Graze,0 days 00:00:00
1.0,Auto-Groom,0 days 01:17:25
1.0,Head Up,0 days 01:19:44
1.0,Graze,0 days 01:20:00
1.0,Trotting,0 days 00:00:00
1.0,Head Up,0 days 00:07:21
1.0,Walk,0 days 00:27:53
1.0,Trotting,0 days 00:28:32
1.0,Running,0 days 00:29:55
1.0,Trotting,0 days 00:45:17
1.0,Running,0 days 00:45:39
1.0,Walk,0 days 00:00:00
1.0,Out of Frame,0 days 00:02:27
1.0,Head Up,0 days 00:00:00
1.0,Occluded,0 days 00:03:29
1.0,Out of Frame,0 days 00:03:39
3.0,Head Up,0 days 00:00:00
3.0,Out of Focus,0 days 00:35:14
3.0,Head Up,0 days 00:35:38
3.0,Graze,0 days 02:01:00
3.0,Head Up,0 days 00:00:00
3.0,Walk,0 days 00:03:45
3.0,Head Up,0 days 00:07:06
3.0,Walk,0 days 00:00:00
3.0,Auto-Groom,0 days 00:45:48
3.0,Walk,0 days 00:46:12
3.0,Graze,0 days 00:00:00
3.0,Walk,0 days 00:01:57
3.0,Graze,0 days 00:04:29
3.0,Walk,0 days 00:05:45
3.0,Graze,0 days 00:07:22
3.0,Walk,0 days 00:09:15
3.0,Graze,0 days 00:19:18
3.0,Walk,0 days 00:00:00
3.0,Head Up,0 days 00:00:00
3.0,Walk,0 days 00:13:19
3.0,Head Up,0 days 00:30:59
3.0,Walk,0 days 00:41:23
3.0,Graze,0 days 00:42:52
3.0,Head Up,0 days 00:44:29
3.0,Defecating,0 days 00:46:27
3.0,Graze,0 days 00:50:39
3.0,Head Up,0 days 01:00:46
3.0,Graze,0 days 01:06:25
3.0,Head Up,0 days 01:18:08
3.0,Graze,0 days 01:18:48
3.0,Head Up,0 days 01:23:16
3.0,Graze,0 days 01:37:33
3.0,Walk,0 days 01:38:14
3.0,Graze,0 days 01:40:00
3.0,Head Up,0 days 01:45:54
3.0,Graze,0 days 01:46:13
3.0,Head Up,0 days 02:21:47
3.0,Graze,0 days 02:24:57
3.0,Head Up,0 days 00:00:00
3.0,Running,0 days 00:00:00
3.0,Trotting,0 days 00:07:22
3.0,Walk,0 days 00:08:22
3.0,Running,0 days 00:10:18
3.0,Out of Focus,0 days 00:12:59
3.0,Walk,0 days 00:00:00
3.0,Out of Focus,0 days 00:05:18
3.0,Walk,0 days 00:34:38
3.0,Head Up,0 days 00:36:09
3.0,Walk,0 days 00:48:34
3.0,Head Up,0 days 00:52:45
3.0,Walk,0 days 00:54:19
3.0,Head Up,0 days 00:55:06
3.0,Walk,0 days 00:57:58
3.0,Head Up,0 days 01:18:18
3.0,Walk,0 days 01:22:12
3.0,Head Up,0 days 01:22:55
3.0,Walk,0 days 01:23:44
3.0,Running,0 days 01:32:07
3.0,Graze,0 days 00:00:00
3.0,Auto-Groom,0 days 00:00:44
3.0,Graze,0 days 00:00:44
3.0,Auto-Groom,0 days 00:00:45
3.0,Graze,0 days 00:00:45
3.0,Auto-Groom,0 days 00:00:46
3.0,Graze,0 days 00:00:46
3.0,Auto-Groom,0 days 00:00:47
3.0,Graze,0 days 00:00:47
3.0,Auto-Groom,0 days 00:00:48
3.0,Graze,0 days 00:00:49
3.0,Auto-Groom,0 days 00:00:50
3.0,Graze,0 days 00:00:50
3.0,Auto-Groom,0 days 00:00:51
3.0,Graze,0 days 00:00:51
3.0,Auto-Groom,0 days 00:00:52
3.0,Graze,0 days 00:00:53
3.0,Auto-Groom,0 days 00:00:54
3.0,Graze,0 days 00:00:54
3.0,Auto-Groom,0 days 00:00:55
3.0,Graze,0 days 00:00:55
3.0,Auto-Groom,0 days 00:00:56
3.0,Graze,0 days 00:00:57
3.0,Auto-Groom,0 days 00:00:58
3.0,Graze,0 days 00:00:58
3.0,Auto-Groom,0 days 00:00:59
3.0,Graze,0 days 00:01:00
3.0,Auto-Groom,0 days 00:01:01
3.0,Graze,0 days 00:01:01
3.0,Auto-Groom,0 days 00:01:02
3.0,Graze,0 days 00:01:02
3.0,Auto-Groom,0 days 00:01:03
3.0,Graze,0 days 00:01:04
3.0,Auto-Groom,0 days 00:01:05
3.0,Graze,0 days 00:01:05
3.0,Auto-Groom,0 days 00:01:06
3.0,Graze,0 days 00:01:06
3.0,Auto-Groom,0 days 00:01:07
3.0,Graze,0 days 00:01:07
3.0,Head Up,0 days 00:18:15
3.0,Graze,0 days 00:18:16
3.0,Head Up,0 days 00:18:16
3.0,Graze,0 days 00:18:17
3.0,Head Up,0 days 00:18:17
3.0,Graze,0 days 00:18:18
3.0,Head Up,0 days 00:18:19
3.0,Graze,0 days 00:18:20
3.0,Head Up,0 days 00:18:20
3.0,Graze,0 days 00:18:21
3.0,Head Up,0 days 00:18:21
3.0,Graze,0 days 00:18:22
3.0,Head Up,0 days 00:18:22
3.0,Graze,0 days 00:18:23
3.0,Head Up,0 days 00:18:23
3.0,Graze,0 days 00:18:24
3.0,Head Up,0 days 00:18:24
3.0,Graze,0 days 00:18:25
3.0,Head Up,0 days 00:18:26
3.0,Graze,0 days 00:18:27
3.0,Head Up,0 days 00:18:27
3.0,Graze,0 days 00:18:28
3.0,Head Up,0 days 00:18:28
3.0,Graze,0 days 00:18:29
3.0,Head Up,0 days 00:18:30
3.0,Graze,0 days 00:18:31
3.0,Head Up,0 days 00:18:31
3.0,Graze,0 days 00:18:32
3.0,Head Up,0 days 00:18:32
3.0,Graze,0 days 00:18:33
3.0,Head Up,0 days 00:18:34
3.0,Graze,0 days 00:18:35
3.0,Head Up,0 days 00:18:35
3.0,Graze,0 days 00:18:36
3.0,Head Up,0 days 00:18:36
3.0,Graze,0 days 00:18:37
3.0,Head Up,0 days 00:18:38
3.0,Graze,0 days 00:18:39
3.0,Head Up,0 days 00:18:39
3.0,Graze,0 days 00:18:40
3.0,Head Up,0 days 00:18:40
3.0,Graze,0 days 00:18:41
3.0,Head Up,0 days 00:18:41
3.0,Graze,0 days 00:18:42
3.0,Head Up,0 days 00:18:42
3.0,Graze,0 days 00:18:43
3.0,Head Up,0 days 00:18:44
3.0,Graze,0 days 00:18:44
3.0,Head Up,0 days 00:18:45
3.0,Graze,0 days 00:18:46
3.0,Head Up,0 days 00:18:46
3.0,Graze,0 days 00:18:47
3.0,Head Up,0 days 00:18:47
3.0,Graze,0 days 00:18:48
3.0,Head Up,0 days 00:18:49
3.0,Graze,0 days 00:18:50
3.0,Head Up,0 days 00:18:50
3.0,Graze,0 days 00:18:51
3.0,Head Up,0 days 00:18:51
3.0,Graze,0 days 00:18:52
3.0,Head Up,0 days 00:18:52
3.0,Graze,0 days 00:18:53
3.0,Head Up,0 days 00:18:53
3.0,Graze,0 days 00:18:54
3.0,Head Up,0 days 00:18:54
3.0,Graze,0 days 00:18:55
3.0,Head Up,0 days 00:18:56
3.0,Graze,0 days 00:18:57
3.0,Head Up,0 days 00:18:57
3.0,Graze,0 days 00:18:58
3.0,Head Up,0 days 00:18:58
3.0,Graze,0 days 00:18:59
3.0,Head Up,0 days 00:19:00
3.0,Graze,0 days 00:19:01
3.0,Head Up,0 days 00:19:01
3.0,Graze,0 days 00:19:02
3.0,Head Up,0 days 00:19:02
3.0,Graze,0 days 00:19:03
3.0,Head Up,0 days 00:19:04
3.0,Graze,0 days 00:19:05
3.0,Head Up,0 days 00:19:05
3.0,Graze,0 days 00:19:06
3.0,Head Up,0 days 00:19:06
3.0,Graze,0 days 00:19:07
3.0,Head Up,0 days 00:19:08
3.0,Graze,0 days 00:19:09
3.0,Head Up,0 days 00:19:09
3.0,Graze,0 days 00:19:10
3.0,Head Up,0 days 00:19:11
3.0,Graze,0 days 00:19:12
3.0,Head Up,0 days 00:19:12
3.0,Graze,0 days 00:19:13
3.0,Head Up,0 days 00:19:13
3.0,Graze,0 days 00:19:14
3.0,Head Up,0 days 00:19:15
3.0,Graze,0 days 00:19:16
3.0,Head Up,0 days 00:19:16
3.0,Graze,0 days 00:19:17
3.0,Head Up,0 days 00:19:17
3.0,Graze,0 days 00:19:18
3.0,Head Up,0 days 00:19:19
3.0,Graze,0 days 00:19:20
3.0,Head Up,0 days 00:19:20
3.0,Graze,0 days 00:19:21
3.0,Head Up,0 days 00:19:21
3.0,Graze,0 days 00:19:22
3.0,Head Up,0 days 00:19:22
3.0,Graze,0 days 00:19:23
3.0,Head Up,0 days 00:19:23
3.0,Graze,0 days 00:19:24
3.0,Head Up,0 days 00:19:24
3.0,Graze,0 days 00:19:25
3.0,Head Up,0 days 00:19:26
3.0,Graze,0 days 00:19:27
3.0,Head Up,0 days 00:19:27
3.0,Graze,0 days 00:19:28
3.0,Head Up,0 days 00:19:28
3.0,Graze,0 days 00:19:29
3.0,Head Up,0 days 00:19:30
3.0,Graze,0 days 00:19:31
3.0,Head Up,0 days 00:19:31
3.0,Graze,0 days 00:19:32
3.0,Head Up,0 days 00:19:32
3.0,Graze,0 days 00:19:33
3.0,Head Up,0 days 00:19:34
3.0,Graze,0 days 00:19:35
3.0,Head Up,0 days 00:19:35
3.0,Graze,0 days 00:19:36
3.0,Head Up,0 days 00:19:37
3.0,Graze,0 days 00:19:38
3.0,Head Up,0 days 00:19:38
3.0,Graze,0 days 00:19:39
3.0,Head Up,0 days 00:19:39
3.0,Graze,0 days 00:19:40
3.0,Head Up,0 days 00:19:41
3.0,Graze,0 days 00:19:42
3.0,Head Up,0 days 00:19:42
3.0,Graze,0 days 00:19:43
3.0,Head Up,0 days 00:19:43
3.0,Graze,0 days 00:19:44
3.0,Head Up,0 days 00:19:44
3.0,Graze,0 days 00:19:45
3.0,Head Up,0 days 00:19:45
3.0,Graze,0 days 00:19:46
3.0,Head Up,0 days 00:19:46
3.0,Graze,0 days 00:19:47
3.0,Head Up,0 days 00:19:48
3.0,Graze,0 days 00:19:49
3.0,Head Up,0 days 00:19:49
3.0,Graze,0 days 00:19:50
3.0,Head Up,0 days 00:19:50
3.0,Graze,0 days 00:19:51
3.0,Head Up,0 days 00:19:51
3.0,Graze,0 days 00:19:52
3.0,Head Up,0 days 00:19:52
3.0,Graze,0 days 00:19:53
3.0,Head Up,0 days 00:19:53
3.0,Graze,0 days 00:19:54
3.0,Head Up,0 days 00:19:55
3.0,Graze,0 days 00:19:56
3.0,Head Up,0 days 00:19:56
3.0,Graze,0 days 00:19:57
3.0,Head Up,0 days 00:19:57
3.0,Graze,0 days 00:19:58
3.0,Head Up,0 days 00:19:59
3.0,Graze,0 days 00:20:00
3.0,Head Up,0 days 00:20:00
3.0,Graze,0 days 00:20:01
3.0,Head Up,0 days 00:20:01
3.0,Graze,0 days 00:20:02
3.0,Head Up,0 days 00:20:03
3.0,Graze,0 days 00:20:04
3.0,Head Up,0 days 00:20:04
3.0,Graze,0 days 00:20:05
3.0,Head Up,0 days 00:20:05
3.0,Graze,0 days 00:20:06
3.0,Head Up,0 days 00:20:07
3.0,Graze,0 days 00:20:08
3.0,Head Up,0 days 00:20:08
3.0,Graze,0 days 00:20:09
3.0,Head Up,0 days 00:20:10
3.0,Graze,0 days 00:20:11
3.0,Head Up,0 days 00:20:11
3.0,Graze,0 days 00:20:12
3.0,Head Up,0 days 00:20:12
3.0,Graze,0 days 00:20:13
3.0,Head Up,0 days 00:20:14
3.0,Graze,0 days 00:20:15
3.0,Head Up,0 days 00:20:15
3.0,Graze,0 days 00:20:16
3.0,Head Up,0 days 00:20:16
3.0,Graze,0 days 00:20:17
3.0,Head Up,0 days 00:20:18
3.0,Graze,0 days 00:20:19
3.0,Head Up,0 days 00:20:19
3.0,Graze,0 days 00:20:20
3.0,Head Up,0 days 00:20:20
3.0,Graze,0 days 00:20:21
3.0,Head Up,0 days 00:20:21
3.0,Graze,0 days 00:20:22
3.0,Head Up,0 days 00:20:22
3.0,Graze,0 days 00:20:23
3.0,Head Up,0 days 00:20:23
3.0,Graze,0 days 00:20:24
3.0,Head Up,0 days 00:20:25
3.0,Graze,0 days 00:20:26
3.0,Head Up,0 days 00:20:26
3.0,Graze,0 days 00:20:27
3.0,Head Up,0 days 00:20:27
3.0,Graze,0 days 00:20:28
3.0,Head Up,0 days 00:20:29
3.0,Graze,0 days 00:20:30
3.0,Head Up,0 days 00:20:30
3.0,Graze,0 days 00:20:31
3.0,Head Up,0 days 00:20:31
3.0,Graze,0 days 00:20:32
3.0,Head Up,0 days 00:20:33
3.0,Graze,0 days 00:20:34
3.0,Head Up,0 days 00:20:34
3.0,Graze,0 days 00:20:35
3.0,Head Up,0 days 00:20:35
3.0,Graze,0 days 00:20:36
3.0,Head Up,0 days 00:20:36
3.0,Graze,0 days 00:20:37
3.0,Head Up,0 days 00:20:37
3.0,Graze,0 days 00:20:38
3.0,Head Up,0 days 00:20:38
3.0,Graze,0 days 00:20:39
3.0,Head Up,0 days 00:20:40
3.0,Graze,0 days 00:20:41
3.0,Head Up,0 days 00:20:41
3.0,Graze,0 days 00:20:42
3.0,Head Up,0 days 00:20:42
3.0,Graze,0 days 00:20:43
3.0,Head Up,0 days 00:20:43
3.0,Graze,0 days 00:20:44
3.0,Head Up,0 days 00:20:44
3.0,Graze,0 days 00:20:45
3.0,Head Up,0 days 00:20:45
3.0,Graze,0 days 00:20:46
3.0,Head Up,0 days 00:20:47
3.0,Graze,0 days 00:20:48
3.0,Head Up,0 days 00:20:48
3.0,Graze,0 days 00:20:49
3.0,Head Up,0 days 00:20:49
3.0,Graze,0 days 00:20:50
3.0,Head Up,0 days 00:20:50
3.0,Graze,0 days 00:20:51
3.0,Head Up,0 days 00:20:51
3.0,Graze,0 days 00:20:52
3.0,Head Up,0 days 00:20:52
3.0,Graze,0 days 00:20:53
3.0,Head Up,0 days 00:20:54
3.0,Graze,0 days 00:20:55
3.0,Head Up,0 days 00:20:55
3.0,Graze,0 days 00:20:56
3.0,Head Up,0 days 00:20:56
3.0,Graze,0 days 00:20:57
3.0,Head Up,0 days 00:20:58
3.0,Graze,0 days 00:20:59
3.0,Head Up,0 days 00:20:59
3.0,Graze,0 days 00:21:00
3.0,Head Up,0 days 00:21:00
3.0,Graze,0 days 00:21:01
3.0,Head Up,0 days 00:21:02
3.0,Graze,0 days 00:21:03
3.0,Head Up,0 days 00:21:03
3.0,Graze,0 days 00:21:04
3.0,Head Up,0 days 00:21:04
3.0,Graze,0 days 00:21:05
3.0,Head Up,0 days 00:21:06
3.0,Graze,0 days 00:21:07
3.0,Head Up,0 days 00:21:07
3.0,Graze,0 days 00:21:08
3.0,Head Up,0 days 00:21:09
3.0,Graze,0 days 00:21:10
3.0,Head Up,0 days 00:21:10
3.0,Graze,0 days 00:21:11
3.0,Head Up,0 days 00:21:11
3.0,Graze,0 days 00:21:12
3.0,Head Up,0 days 00:21:13
3.0,Graze,0 days 00:21:14
3.0,Head Up,0 days 00:21:14
3.0,Graze,0 days 00:21:15
3.0,Head Up,0 days 00:21:15
3.0,Graze,0 days 00:21:16
3.0,Head Up,0 days 00:21:17
3.0,Graze,0 days 00:21:18
3.0,Head Up,0 days 00:21:18
3.0,Graze,0 days 00:21:19
3.0,Head Up,0 days 00:21:19
3.0,Graze,0 days 00:21:20
3.0,Head Up,0 days 00:21:20
3.0,Graze,0 days 00:21:21
3.0,Head Up,0 days 00:21:21
3.0,Graze,0 days 00:21:22
3.0,Head Up,0 days 00:21:22
3.0,Graze,0 days 00:21:23
3.0,Head Up,0 days 00:21:24
3.0,Graze,0 days 00:21:25
3.0,Head Up,0 days 00:21:25
3.0,Graze,0 days 00:21:26
3.0,Head Up,0 days 00:21:26
3.0,Graze,0 days 00:21:27
3.0,Head Up,0 days 00:21:28
3.0,Graze,0 days 00:21:29
3.0,Head Up,0 days 00:21:29
3.0,Graze,0 days 00:21:30
3.0,Head Up,0 days 00:21:30
3.0,Graze,0 days 00:21:31
3.0,Head Up,0 days 00:21:32
3.0,Graze,0 days 00:21:33
3.0,Head Up,0 days 00:21:33
3.0,Graze,0 days 00:21:34
3.0,Head Up,0 days 00:21:34
3.0,Graze,0 days 00:21:35
3.0,Head Up,0 days 00:21:35
3.0,Graze,0 days 00:21:36
3.0,Head Up,0 days 00:21:36
3.0,Graze,0 days 00:21:37
3.0,Head Up,0 days 00:21:37
3.0,Graze,0 days 00:21:38
3.0,Head Up,0 days 00:21:39
3.0,Graze,0 days 00:21:40
